Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"James Outman","LAD",35.0979,132.099,116.51,25.1069,17.62,3.64478,0.309997,3.53214,17.2812,15.5669,13.7035,0.201409,42.8308,1.47093,0.357134,0.0576004,1.07822,2.0427,0.533645,0.215492,0.103737,0.324233,0.319945,0.305067,0.343046,0.289779,0.648113,0.127553,4.86764,0.306009,0.166158,-0.0648284,13.2837,-2.16897,86.0225,0.101329,0.277318,-2.0589867308735847,-0.2643167972564697,0.214611,686.0700073242188,5.71479,0.0950254,1.39393,5.71479,-0.0950254,3.14143,118.2,3.377142857,118.2,3.377142857,,,,,,,,,,,,,,,,,,,"James Outman","24770",681546
"Kevin Newman","LAA",64.6692,237.164,218.37,53.8038,40.3262,10.1879,0.979498,2.31022,24.7822,19.8707,12.5413,0.447133,37.998,1.68436,2.05369,2.51472,4.50941,5.32929,1.2136,0.246389,0.0528805,0.160218,0.330053,0.28992,0.333752,0.274021,0.623673,0.0873636,5.07381,0.285893,0.243119,0.147324,20.8409,-6.90206,74.7704,0.390443,0.0434495,-6.45598840713501,0.5907294750213623,0.210761,668.3900146484375,2.99601,0.43706,1.38085,2.99601,-0.43706,3.15887,189.6,2.916923076,189.6,2.916923076,,,,,,,,,,,,,,,,,,,"Kevin Newman","17696",621028
"Andy Ibáñez","DET",60.6691,213.817,196.652,46.7782,31.2486,9.91727,0.876186,4.73617,22.5898,22.4411,13.9371,0.00186578,45.1734,1.84301,1.17569,0.208882,2.8288,1.76552,0.882246,0.237873,0.0651824,0.211271,0.308524,0.292865,0.369466,0.290365,0.662331,0.131593,3.98903,0.284224,0.0636219,-0.375367,21.602,-3.40986,89.2301,-0.311745,0.280397,-2.9466183185577393,-2.14094477891922,0.210701,749.02001953125,2.57283,0.0650209,1.23596,2.57283,-0.0650209,3.35206,196.9,3.227868852,196.9,3.227868852,,,,,,,,,,,,,,,,,,,"Andy Ibanez","18819",628451
"Ben Rice","NYY",18.7096,71.0582,62.1255,13.639,7.70435,2.80888,0.0623664,3.06338,8.70147,8.99338,7.3438,0.0384116,18.0029,1.15047,0.397885,0.0405388,0.979296,0.749122,0.179656,0.219539,0.103349,0.253354,0.407924,0.311658,0.414688,0.317803,0.726347,0.195149,3.62023,0.255097,-0.0283314,-0.0504809,8.74828,0.436023,105.301,-0.0788123,-0.946078,0.36186541616916656,-0.7398439794778824,0.205477,567.5599975585938,2.17181,1.29457,1.71064,2.17181,-1.29457,2.71915,79.2,4.168421052,79.2,4.168421052,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Ben Gamel","HOU",59.0596,208.729,182.206,41.6755,27.6512,8.9676,0.766303,4.29037,23.9194,19.3086,23.7297,0.875391,55.427,1.19454,1.14693,0.451733,2.28476,1.56234,0.592838,0.228727,0.113687,0.265545,0.428126,0.319765,0.356996,0.30015,0.676761,0.128269,3.95239,0.302382,-0.171661,-0.335675,22.7318,-1.6849,96.4673,-0.507336,-0.889449,-1.351041853427887,-3.6236916184425354,0.204836,748.5399780273438,2.67443,0.397888,1.20258,2.67443,-0.397888,3.39655,198.6,3.366101694,198.6,3.366101694,,,,,,,,,,,,,,,,,,,"Ben Gamel","12160",592325
"Harold Ramírez",,20.431,70.8652,66.5565,17.7508,13.6474,2.91106,0.175218,1.01713,7.13435,7.6934,2.78964,0.020172,13.5965,0.964405,0.513876,0.0408246,1.57105,0.929887,0.365294,0.266703,0.0393654,0.191865,0.205173,0.303636,0.361553,0.291666,0.665189,0.0948502,3.86186,0.319,0.017535,-0.0991492,7.23378,-1.0559,86.3418,-0.0816141,0,-1.2390236854553223,0.8332183361053467,0.201813,999,8.51177,1.06578,1.87272,8.51177,-1.06578,2.50304,65.8,3.29,65.8,3.29,,,,,,,,,,,,,,,,,,,"Harold Ramirez","14387",623912
"Alan Roden","TOR",11.4413,45.5589,40.5007,10.2175,7.11626,2.16237,0.0556677,0.88317,5.17406,4.61655,4.03349,0.145614,7.73243,0.85929,0.124453,0.0410191,0.884874,0.879416,0.132751,0.252279,0.0885334,0.169724,0.521632,0.331962,0.373838,0.31261,0.7058,0.121559,4.29348,0.29161,-0.0505724,0.028487,5.41853,0.0891297,105.035,-0.0220854,0.712252,0.24037153273820877,0.18256348371505737,0.200531,999,1.18984,1.75373,1.91689,1.18984,-1.75373,2.44414,47.1,4.281818181,47.1,4.281818181,,,,,,,,,,,,,,,,,,,"Alan Roden","sa3020212",702176
"Austin Barnes","LAD",40.5504,143.629,127.656,27.8648,21.1022,4.55332,0.0873223,2.12197,14.2432,12.1634,12.4875,0.07021,32.3276,1.29655,0.925311,1.26451,2.92846,1.93679,0.483753,0.218281,0.0869425,0.225077,0.38628,0.29255,0.305186,0.269138,0.597737,0.0869048,3.55605,0.273478,-0.140866,-0.0833483,12.0571,-4.74442,71.8234,-0.224215,-1.04653,-4.959224745631218,2.082360029220581,0.197118,745.2899780273438,1.40353,-0.152281,1.49731,1.40353,0.152281,3.00359,104.9,2.558536585,104.9,2.558536585,,,,,,,,,,,,,,,,,,,"Austin Barnes","12158",605131
"Bryan De La Cruz","ATL",63.9541,261.843,242.93,60.0554,39.8505,11.6692,0.247548,8.28816,29.3172,31.1028,15.2307,0.181362,67.4885,1.41529,2.16219,0.104886,4.46981,2.20765,0.528171,0.247213,0.0581672,0.257744,0.225678,0.293046,0.399638,0.300303,0.692684,0.152426,3.41934,0.305744,-0.292749,-0.216846,28.5485,-2.08136,90.5981,-0.509595,-1.15371,-3.453449070453644,-3.3743361234664917,0.195386,476.1000061035156,7.93378,0.80606,1.0565,7.93378,-0.80606,3.59133,252,3.9375,252,3.9375,,,,,,,,,,,,,,,,,,,"Bryan De La Cruz","19600",650559
"Luke Keaschall","MIN",14.0774,54.8367,48.6146,11.9684,8.0552,2.57903,0.0655749,1.26861,6.53616,5.69153,4.77474,0.159504,11.9601,1.23401,0.159527,0.0538485,0.774211,1.13598,0.318052,0.24619,0.087072,0.218103,0.399224,0.328153,0.380223,0.313259,0.708376,0.134034,4.32231,0.301017,0.00221045,-0.0113566,6.55062,0.135922,104.819,-0.00914616,-0.129294,0.293230501934886,-0.23791584372520447,0.194506,999,2.51761,0.0268128,1.86909,2.51761,-0.0268128,2.50788,56.2,4.014285714,56.2,4.014285714,,,,,,,,,,,,,,,,,,,"Luke Keaschall","sa3022614",807712
"Jair Camargo","MIN",11.2918,28.6835,26.8187,5.48447,3.24865,1.22193,0.0136987,1.0002,2.72597,2.97895,1.63459,0.0748141,10.1892,0.141566,0.070137,0.0184834,0.328458,0.0484181,0.0320797,0.204502,0.0569871,0.355228,0.160424,0.253292,0.36297,0.267429,0.616263,0.158469,1.9068,0.285632,0.00945416,-0.0423763,2.36841,-0.986929,72.5818,-0.0329221,0.985763,-0.9327838495373726,1.857047975063324,0.194208,999,1.60753,0.344354,1.92479,1.60753,-0.344354,2.43362,19.3,1.754545454,19.3,1.754545454,,,,,,,,,,,,,,,,,,,"Jair Camargo","21730",665856
"Colby Thomas","ATH",42.7921,168.139,155.677,35.1272,20.1373,8.5424,0.998596,5.44893,18.1536,18.8419,8.47332,0.026554,47.6424,2.4835,1.3112,0.193456,1.79701,3.36817,0.880233,0.225641,0.0503948,0.283352,0.177853,0.274399,0.398347,0.290835,0.672747,0.172706,5.47127,0.285651,-0.0726159,0.0719365,17.0508,-2.61778,86.7491,-0.000679438,0.85487,-2.6074451851891354,-1.1262443661689758,0.192964,999,6.93963,1.94314,1.36479,6.93963,-1.94314,3.18029,151.7,3.527906976,151.7,3.527906976,,,,,,,,,,,,,,,,,,,"Colby Thomas","sa3020713",687515
"Taylor Trammell","HOU",79.2779,212.029,186.286,38.0999,22.9596,8.0254,0.69369,6.42123,24.5475,22.5369,21.5839,0.251949,68.6549,2.23133,1.35578,0.572071,2.58466,4.83611,1.68877,0.204524,0.101797,0.3238,0.314382,0.292803,0.358462,0.288263,0.651265,0.153938,5.14512,0.281425,0.0636649,-0.0839162,21.0627,-3.74,88.1061,-0.0202513,1.14156,-2.9057684391736984,-2.2956796884536743,0.192782,750.239990234375,3.58457,-1.91169,1.08966,3.58457,1.91169,3.54713,188,2.379746835,188,2.379746835,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"Jake Mangum","TBR",41.3381,164.307,153.912,38.0687,27.149,8.15516,1.00648,1.75811,16.9348,14.9588,7.48105,0.0689292,33.6787,1.72976,0.981626,0.20247,2.69693,4.43379,1.24219,0.247341,0.0455309,0.204975,0.22213,0.288106,0.347674,0.278751,0.63578,0.100333,5.69762,0.303964,-0.152903,0.0972415,15.0641,-4.15617,78.4363,-0.0556619,0.465085,-4.2010724395513535,0.5926717072725296,0.192718,999,0.965101,-0.159804,1.58979,0.965101,0.159804,2.88028,138.3,3.373170731,138.3,3.373170731,,,,,,,,,,,,,,,,,,,"Jake Mangum","sa3011255",663968
"Kyle Farmer","COL",74.5878,260.919,236.547,58.8889,40.4528,11.2831,1.08162,6.07139,29.1669,28.5476,16.5389,0.479,52.6497,5.48424,2.06521,0.283346,5.06636,3.14199,1.84705,0.248952,0.0633873,0.201786,0.314132,0.310442,0.382797,0.303673,0.693238,0.133844,4.28058,0.293608,-0.00902646,-0.608976,29.1555,-1.36629,80.9543,-0.618003,0.153221,-6.560436964035034,-0.3314298242330551,0.185589,632.1500244140625,2.53436,0.0838583,1.12717,2.53436,-0.0838583,3.49711,253.5,3.38,253.5,3.38,,,,,,,,,,,,,,,,,,,"Kyle Farmer","14813",571657
"Jared Serna","MIA",26.5179,104.594,95.7088,22.4685,15.1933,5.183,0.116597,1.97557,10.861,10.2679,6.57683,0.108847,20.7485,1.38346,0.831987,0.0931661,1.79017,2.11045,0.561061,0.234759,0.0628795,0.198372,0.316978,0.291182,0.353274,0.283413,0.644456,0.118515,4.31091,0.277619,-0.0887889,0.0129773,9.98196,-2.25327,77.8009,-0.0758116,0.446538,-2.852355219423771,1.162686675786972,0.185221,999,2.36417,-0.0882944,1.68737,2.36417,0.0882944,2.75018,85.5,3.166666666,85.5,3.166666666,,,,,,,,,,,,,,,,,,,"Jared Serna","sa3015579",691858
"Brady House","WSN",47.3182,191.52,178.993,40.7483,27.4361,7.59086,0.664827,5.05657,19.464,20.3447,8.92506,0.0488339,53.4973,2.48458,0.946279,0.170333,3.12059,1.46414,0.503074,0.227652,0.0466013,0.279331,0.166832,0.27258,0.36224,0.277261,0.634819,0.134587,3.85584,0.294035,0.0163253,-0.217122,17.3295,-5.07415,76.6462,-0.200797,0.213594,-5.549293205142021,0.9438124001026154,0.183041,999,2.42618,-1.71191,1.2656,2.42618,1.71191,3.31253,158.6,3.374468085,158.6,3.374468085,,,,,,,,,,,,,,,,,,,"Brady House","sa3017694",691781
"Korey Lee","CHW",63.0739,222.411,209.241,44.0325,29.1586,8.63966,0.33092,5.90331,21.1403,21.3997,11.1434,0.0366014,66.4255,1.04149,0.854853,0.130084,3.72767,3.37092,1.12434,0.210439,0.050103,0.298661,0.167759,0.252912,0.339532,0.259072,0.592444,0.129093,4.16195,0.276766,0.218791,-0.107193,16.8685,-9.14864,64.899,0.111598,-1.49503,-9.022468373179436,3.3717825412750244,0.181733,598.1500244140625,2.46569,0.920368,1.13305,2.46569,-0.920368,3.48927,158.8,2.52063492,158.8,2.52063492,,,,,,,,,,,,,,,,,,,"Korey Lee","25543",686676
"Luis Matos","SFG",47.9688,183.466,168.889,41.5071,28.2817,8.65141,0.455973,4.11804,19.2171,19.3312,10.5082,0.283246,24.4887,2.20854,1.35868,0.501529,3.21542,2.33494,0.695582,0.245766,0.057276,0.133478,0.429105,0.296363,0.37554,0.293359,0.671903,0.129774,3.98823,0.263971,-0.0170624,-0.136069,18.9778,-2.48366,88.4856,-0.153131,0.198042,-2.6247770190238953,-1.753551796078682,0.179129,613.3400268554688,3.18512,0.211727,1.42086,3.18512,-0.211727,3.10552,169.9,3.539583333,169.9,3.539583333,,,,,,,,,,,,,,,,,,,"Luis Matos","26467",682641
"Chandler Simpson","TBR",16.0147,63.6211,58.4828,15.9023,13.0295,2.53819,0.137157,0.197403,7.68887,4.91108,4.09468,0.165358,7.79131,0.118683,0.174248,0.750747,1.06274,5.97248,1.06426,0.271914,0.0643603,0.122464,0.525544,0.319954,0.330132,0.288466,0.650086,0.0582174,6.57251,0.309955,-0.116188,0.62868,6.33043,-1.11184,85.1193,0.512492,-0.0495404,-0.5951851606369019,0.1976003646850586,0.177861,999,1.01381,0.568693,2.01476,1.01381,-0.568693,2.31366,60.9,3.80625,60.9,3.80625,,,,,,,,,,,,,,,,,,,"Chandler Simpson","sa3020219",802415
"Logan Driscoll","TBR",9.68204,31.8211,29.3044,6.46409,4.05465,1.63456,0.0329643,0.741919,3.14912,3.11014,2.01395,0.0483763,7.79095,0.294324,0.171441,0.0369708,0.447048,0.0496449,0.0282237,0.220584,0.0632898,0.244836,0.258499,0.275998,0.354566,0.276189,0.630564,0.133981,2.29835,0.273226,-0.00141415,-0.0513389,2.85183,-0.870545,76.6737,-0.052753,0.81339,-0.9212137386202812,1.5604609847068787,0.175518,999,1.1446,0.256907,1.92741,1.1446,-0.256907,2.43012,25.8,2.58,25.8,2.58,,,,,,,,,,,,,,,,,,,"Logan Driscoll","25475",686482
"Emmanuel Rodriguez","MIN",10.9018,40.4322,33.8959,7.18473,4.08234,1.4187,0.45127,1.23241,5.42454,4.03455,5.91572,0.0778175,13.6936,0.48526,0.10238,0.0329806,0.432298,0.842759,0.236026,0.211965,0.146312,0.33868,0.432007,0.336286,0.389523,0.322289,0.725809,0.177558,6.62546,0.312093,-0.00927274,-0.00916468,5.12376,0.394077,111.171,-0.0184374,0.0456186,0.49836996011435986,-0.16000502556562424,0.174146,999,1.94688,2.514,1.87003,1.94688,-2.514,2.50662,37.4,3.4,37.4,3.4,,,,,,,,,,,,,,,,,,,"Emmanuel Rodriguez","sa3014693",691181
"Eloy Jiménez","TBR",64.1318,258.085,237.321,60.8482,41.2193,10.8243,0.0768602,8.72776,26.2698,30.5621,17.6922,0.612989,52.6245,1.51426,1.46807,0.0892227,6.56763,1.0785,0.171572,0.256396,0.0685518,0.203904,0.336197,0.310294,0.412982,0.313902,0.723276,0.156586,2.24544,0.29374,-0.367736,-0.325855,30.9636,0.773337,102.617,-0.693591,-0.369043,0.09665244817733765,-7.014092683792114,0.173662,599.72998046875,4.12433,0.438537,1.20207,4.12433,-0.438537,3.39724,283,4.421875,283,4.421875,,,,,,,,,,,,,,,,,,,"Eloy Jimenez","17484",650391
"Marcelo Mayer","BOS",12.9084,50.0815,46.1284,11.2398,7.06105,2.91644,0.0878469,1.17444,5.80786,5.37426,3.61034,0.172587,11.8143,0.174175,0.127149,0.0414968,0.725998,1.20459,0.173186,0.243663,0.0720893,0.235901,0.305591,0.300245,0.387077,0.299306,0.687322,0.143414,4.98365,0.302564,-0.08814,0.0865402,5.42017,-0.438274,88.5331,-0.00159985,0.0556012,-0.6586942655267194,0.653212409466505,0.171855,999,2.52937,1.00899,1.88493,2.52937,-1.00899,2.48676,47.6,3.661538461,47.6,3.661538461,,,,,,,,,,,,,,,,,,,"Marcelo Mayer","sa3017114",691785
"Wilmer Flores","SFG",93.5773,368.964,328.578,78.1337,50.7042,15.4478,0.255192,11.7265,39.6223,42.9855,31.8707,0.582824,55.4615,4.53442,3.59306,0.387947,6.22483,0.170475,0.0798351,0.237794,0.0863789,0.150317,0.574645,0.31076,0.393427,0.308029,0.704188,0.155633,1.5579,0.25061,-0.597578,-0.681143,42.5221,-0.638551,98.5768,-1.27872,0.395195,-1.893101453781128,-8.785120993852615,0.166794,656.1199951171875,1.21868,0.385186,0.566495,1.21868,-0.385186,4.24467,375.1,3.990425531,375.1,3.990425531,,,,,,,,,,,,,,,,,,,"Wilmer Flores","5827",527038
"Ryan Kreidler","DET",8.17636,23.099,20.9863,3.84741,3.0314,0.471241,0.0273461,0.317428,2.40251,1.58501,1.85313,0.00186468,7.37189,0.12518,0.0762934,0.058082,0.296916,0.644628,0.179441,0.18333,0.0802255,0.319144,0.251377,0.252843,0.253767,0.231084,0.50661,0.0704373,4.98827,0.263958,0.0098253,0.0167269,1.23159,-1.47048,47.531,0.0265522,1.7867,-1.3602069970220327,2.165230005979538,0.162666,999,1.96427,0.072144,1.95615,1.96427,-0.072144,2.3918,9.3,1.1625,9.3,1.1625,,,,,,,,,,,,,,,,,,,"Ryan Kreidler","25867",668952
"Nacho Alvarez Jr.","ATL",12.9444,50.2713,44.9154,11.2144,8.43478,2.1162,0.0612633,0.602204,5.63924,4.69425,4.59229,0.100721,10.587,0.608342,0.118784,0.0365307,1.05971,1.06859,0.188557,0.24968,0.0913501,0.210597,0.433767,0.326767,0.339745,0.298336,0.666512,0.0900658,4.38471,0.313555,-0.0286612,0.0305295,5.40144,-0.479197,89.2741,0.00186831,0.0407455,-0.642919241101481,0.5068514607846737,0.158843,732.6799926757812,2.81248,0.414082,1.9063,2.81248,-0.414082,2.45826,51.7,3.976923076,51.7,3.976923076,,,,,,,,,,,,,,,,,,,"Nacho Alvarez Jr.","31765",805373
"Noelvi Marte","CIN",52.7634,206.524,191.338,46.1513,31.5564,8.9107,0.296781,5.38741,22.8304,21.5643,12.2505,0.294999,52.1235,1.62467,1.19391,0.117589,2.5632,6.68269,1.92055,0.241204,0.0593177,0.252384,0.235029,0.290817,0.375346,0.290738,0.666163,0.134142,4.76703,0.301909,0.0555824,0.202466,20.9273,-3.23148,78.879,0.258048,-1.24692,-4.958075314760208,-0.4326668381690979,0.153545,379.2200012207031,3.74164,0.367246,1.37629,3.74164,-0.367246,3.16495,189.4,3.573584905,189.4,3.573584905,,,,,,,,,,,,,,,,,,,"Noelvi Marte","26517",682622
